id,person_id,organization_id,start_date,end_date,sources
hradec-kralove:membership:jan-holasek:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:jan-holasek,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:alexandr-hrabalek:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:alexandr-hrabalek,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:roman-chlibek:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:roman-chlibek,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:jiri-kos:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:jiri-kos,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:ivo-kralicek:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:ivo-kralicek,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:jan-kriz:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:jan-kriz,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:pavel-marek:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:pavel-marek,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:jiri-masek:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:jiri-masek,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:petr-nebesky:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:petr-nebesky,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:miloslav-nejedly:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:miloslav-nejedly,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:irena-nemcova:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:irena-nemcova,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:jindrich-outly:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:jindrich-outly,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:ivan-picek:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:ivan-picek,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:martin-piskac:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:martin-piskac,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:kamil-podrouzek:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:kamil-podrouzek,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:lukas-radek:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:lukas-radek,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:jakub-sofka:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:jakub-sofka,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:pavlina-springerova:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:pavlina-springerova,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:jana-sandova:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:jana-sandova,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,2024-08-27,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:monika-stayrova:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:monika-stayrova,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:andrea-turkova:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:andrea-turkova,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,2023-05-30,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:arnost-urban:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:arnost-urban,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:pavel-vacek:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:pavel-vacek,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:oldrich-vlasak:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:oldrich-vlasak,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,2024-10-01,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:pavel-vrbicky:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:pavel-vrbicky,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:adam-zaruba:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:adam-zaruba,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:jan-zeman:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:jan-zeman,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:libuse-friedlova:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:libuse-friedlova,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2023-06-20,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:jana-hulkova:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:jana-hulkova,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2024-10-01,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
hradec-kralove:membership:martin-soukup:hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,hradec-kralove:person:martin-soukup,hradec-kralove:org:zastupitelstvo-mesta-hradec-kralove,2024-11-05,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session — NOTE this feed's last recorded session is 2025-08-26, ~1 year stale as of the 2026-08-30 build; see sources.yml's known_staleness_gap.""}]"
